,question,proc_ques,tokens,words,stops
948,"How does the body use ingested proteins? Are they used *directly* by the system, or are they disassembled and used as amino-acids raw material, in order to rebuild ""new"" proteins?",how does the body use ingested proteins  are they used  directly  by the system  or are they disassembled and used as amino acids raw material  in order to rebuild  new  proteins,"['How', 'does', 'the', 'body', 'use', 'ingested', 'proteins?', 'Are', 'they', 'used', '*directly*', 'by', 'the', 'system,', 'or', 'are', 'they', 'disassembled', 'and', 'used', 'as', 'amino-acids', 'raw', 'material,', 'in', 'order', 'to', 'rebuild', '""new""', 'proteins?']","{'used', 'proteins?', 'use', 'ingested', 'Are', 'amino-acids', 'How', 'system,', '*directly*', '""new""', 'raw', 'body', 'rebuild', 'disassembled', 'order', 'material,'}","{'or', 'by', 'to', 'and', 'in', 'they', 'the', 'are', 'does', 'as'}"
949,How do I use whey protein to lose weight?,how do i use whey protein to lose weight,"['How', 'do', 'I', 'use', 'whey', 'protein', 'to', 'lose', 'weight?']","{'whey', 'use', 'protein', 'lose', 'weight?', 'How', 'I'}","{'to', 'do'}"
950,What happened to dirpy.com?,what happened to dirpy com,"['What', 'happened', 'to', 'dirpy.com?']","{'happened', 'dirpy.com?', 'What'}",{'to'}
951,What happened to shoefitr.com?,what happened to shoefitr com,"['What', 'happened', 'to', 'shoefitr.com?']","{'happened', 'shoefitr.com?', 'What'}",{'to'}
952,How is shadow formed?,how is shadow formed,"['How', 'is', 'shadow', 'formed?']","{'How', 'shadow', 'formed?'}",{'is'}
953,Why do golden rings create a shadow in the form of a heart?,why do golden rings create a shadow in the form of a heart,"['Why', 'do', 'golden', 'rings', 'create', 'a', 'shadow', 'in', 'the', 'form', 'of', 'a', 'heart?']","{'shadow', 'Why', 'golden', 'form', 'rings', 'create', 'heart?'}","{'of', 'do', 'a', 'in', 'the'}"
954,Does sea water and river water mix?,does sea water and river water mix,"['Does', 'sea', 'water', 'and', 'river', 'water', 'mix?']","{'water', 'sea', 'Does', 'river', 'mix?'}",{'and'}
955,Why is sea water salty but not lake and river water?,why is sea water salty but not lake and river water,"['Why', 'is', 'sea', 'water', 'salty', 'but', 'not', 'lake', 'and', 'river', 'water?']","{'water?', 'Why', 'water', 'sea', 'salty', 'river', 'lake'}","{'not', 'is', 'but', 'and'}"
956,Which country is considered to have the best fighter pilots in the world?,which country is considered to have the best fighter pilots in the world,"['Which', 'country', 'is', 'considered', 'to', 'have', 'the', 'best', 'fighter', 'pilots', 'in', 'the', 'world?']","{'considered', 'fighter', 'Which', 'country', 'best', 'pilots', 'world?'}","{'to', 'have', 'in', 'is', 'the'}"
957,Which country in the world is considered to have the best foreign policy? Why?,which country in the world is considered to have the best foreign policy  why,"['Which', 'country', 'in', 'the', 'world', 'is', 'considered', 'to', 'have', 'the', 'best', 'foreign', 'policy?', 'Why?']","{'considered', 'Why?', 'foreign', 'policy?', 'Which', 'country', 'best', 'world'}","{'to', 'have', 'in', 'is', 'the'}"
958,"How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Sahara?",how cold can the gobi desert get  and how do its average temperatures compare to the ones in the sahara,"['How', 'cold', 'can', 'the', 'Gobi', 'Desert', 'get,', 'and', 'how', 'do', 'its', 'average', 'temperatures', 'compare', 'to', 'the', 'ones', 'in', 'the', 'Sahara?']","{'get,', 'Sahara?', 'cold', 'How', 'ones', 'temperatures', 'compare', 'average', 'Desert', 'Gobi'}","{'do', 'to', 'its', 'how', 'and', 'in', 'the', 'can'}"
959,"How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Dasht-e Margo?",how cold can the gobi desert get  and how do its average temperatures compare to the ones in the dasht e margo,"['How', 'cold', 'can', 'the', 'Gobi', 'Desert', 'get,', 'and', 'how', 'do', 'its', 'average', 'temperatures', 'compare', 'to', 'the', 'ones', 'in', 'the', 'Dasht-e', 'Margo?']","{'get,', 'cold', 'How', 'ones', 'Margo?', 'temperatures', 'compare', 'average', 'Desert', 'Gobi', 'Dasht-e'}","{'do', 'to', 'its', 'how', 'and', 'in', 'the', 'can'}"
960,Why is the 0.2% jewish minority oppressing 35% Christian and 20% Muslim majoritty?,why is the 0 2 percent jewish minority oppressing 35 percent christian and 20 percent muslim majoritty,"['Why', 'is', 'the', '0.2%', 'jewish', 'minority', 'oppressing', '35%', 'Christian', 'and', '20%', 'Muslim', 'majoritty?']","{'oppressing', 'Christian', 'Why', '35%', 'minority', '20%', 'majoritty?', 'Muslim', 'jewish', '0.2%'}","{'and', 'is', 'the'}"
961,"If Jewish High Priests feared being struck dead in the Holy of Holies, then why do Christians feel speaking with God will treat them any better?",if jewish high priests feared being struck dead in the holy of holies  then why do christians feel speaking with god will treat them any better,"['If', 'Jewish', 'High', 'Priests', 'feared', 'being', 'struck', 'dead', 'in', 'the', 'Holy', 'of', 'Holies,', 'then', 'why', 'do', 'Christians', 'feel', 'speaking', 'with', 'God', 'will', 'treat', 'them', 'any', 'better?']","{'treat', 'dead', 'Holies,', 'Christians', 'God', 'speaking', 'feared', 'High', 'feel', 'Priests', 'Holy', 'Jewish', 'If', 'struck', 'better?'}","{'of', 'then', 'why', 'with', 'any', 'being', 'do', 'will', 'in', 'them', 'the'}"
962,Can excessive masturbation cause hair loss or make you bald? How much is too much?,can excessive masturbation cause hair loss or make you bald  how much is too much,"['Can', 'excessive', 'masturbation', 'cause', 'hair', 'loss', 'or', 'make', 'you', 'bald?', 'How', 'much', 'is', 'too', 'much?']","{'excessive', 'cause', 'How', 'much?', 'bald?', 'make', 'much', 'hair', 'masturbation', 'loss', 'Can'}","{'you', 'or', 'is', 'too'}"
963,"Does masturbation cause hair thinning, I am only 15?",does masturbation cause hair thinning  i am only 15,"['Does', 'masturbation', 'cause', 'hair', 'thinning,', 'I', 'am', 'only', '15?']","{'thinning,', 'Does', 'cause', 'hair', 'masturbation', '15?', 'I'}","{'am', 'only'}"
964,Is it true that Fox News has a conservative bias and CNN has a liberal bias?,is it true that fox news has a conservative bias and cnn has a liberal bias,"['Is', 'it', 'true', 'that', 'Fox', 'News', 'has', 'a', 'conservative', 'bias', 'and', 'CNN', 'has', 'a', 'liberal', 'bias?']","{'bias', 'CNN', 'true', 'Fox', 'bias?', 'News', 'conservative', 'liberal', 'Is'}","{'has', 'a', 'and', 'it', 'that'}"
965,Why and how did Fox News become so conservative?,why and how did fox news become so conservative,"['Why', 'and', 'how', 'did', 'Fox', 'News', 'become', 'so', 'conservative?']","{'become', 'conservative?', 'Fox', 'Why', 'News'}","{'did', 'how', 'and', 'so'}"
966,Why do people hate .NET?,why do people hate  net,"['Why', 'do', 'people', 'hate', '.NET?']","{'Why', 'hate', '.NET?', 'people'}",{'do'}
967,Why do people hate the .NET platform?,why do people hate the  net platform,"['Why', 'do', 'people', 'hate', 'the', '.NET', 'platform?']","{'Why', 'platform?', 'hate', '.NET', 'people'}","{'do', 'the'}"
968,What are some criticisms of the Common Core Standards Initiative?,what are some criticisms of the common core standards initiative,"['What', 'are', 'some', 'criticisms', 'of', 'the', 'Common', 'Core', 'Standards', 'Initiative?']","{'Core', 'What', 'criticisms', 'Common', 'Initiative?', 'Standards'}","{'are', 'of', 'some', 'the'}"
969,What is wrong with the Common Core standards?,what is wrong with the common core standards,"['What', 'is', 'wrong', 'with', 'the', 'Common', 'Core', 'standards?']","{'Core', 'standards?', 'What', 'Common', 'wrong'}","{'is', 'the', 'with'}"
970,How do you say no without saying the actual word - no?,how do you say no without saying the actual word   no,"['How', 'do', 'you', 'say', 'no', 'without', 'saying', 'the', 'actual', 'word', '-', 'no?']","{'word', '-', 'How', 'actual', 'say', 'no?', 'saying', 'without'}","{'you', 'no', 'do', 'the'}"
971,"How can you apologize without actually saying the words ""I'm sorry"" or being apologetic?",how can you apologize without actually saying the words  i m sorry  or being apologetic,"['How', 'can', 'you', 'apologize', 'without', 'actually', 'saying', 'the', 'words', '""I\'m', 'sorry""', 'or', 'being', 'apologetic?']","{'words', 'apologetic?', 'sorry""', 'How', 'actually', '""I\'m', 'apologize', 'saying', 'without'}","{'you', 'or', 'being', 'the', 'can'}"
972,What does it feel like to be a female nude model?,what does it feel like to be a female nude model,"['What', 'does', 'it', 'feel', 'like', 'to', 'be', 'a', 'female', 'nude', 'model?']","{'model?', 'What', 'feel', 'nude', 'like', 'female'}","{'be', 'to', 'a', 'it', 'does'}"
973,Who is/are the best female actor in Indian Cinema?,who is are the best female actor in indian cinema,"['Who', 'is/are', 'the', 'best', 'female', 'actor', 'in', 'Indian', 'Cinema?']","{'is/are', 'Cinema?', 'best', 'Indian', 'Who', 'actor', 'female'}","{'in', 'the'}"
974,Who create Quora?,who create quora,"['Who', 'create', 'Quora?']","{'create', 'Quora?', 'Who'}",set()
975,Who created Quora?,who created quora,"['Who', 'created', 'Quora?']","{'created', 'Quora?', 'Who'}",set()
976,How can I prepare for IAS Mains paper 3?,how can i prepare for ias mains paper 3,"['How', 'can', 'I', 'prepare', 'for', 'IAS', 'Mains', 'paper', '3?']","{'paper', 'IAS', 'How', 'Mains', '3?', 'I', 'prepare'}","{'for', 'can'}"
977,How should I prepare for polity and economy for Mains Paper 2 and 3 UPSC?,how should i prepare for polity and economy for mains paper 2 and 3 upsc,"['How', 'should', 'I', 'prepare', 'for', 'polity', 'and', 'economy', 'for', 'Mains', 'Paper', '2', 'and', '3', 'UPSC?']","{'economy', 'UPSC?', 'polity', 'How', 'Mains', '2', 'Paper', '3', 'I', 'prepare'}","{'for', 'should', 'and'}"
978,How do I stop wanting to do everything?,how do i stop wanting to do everything,"['How', 'do', 'I', 'stop', 'wanting', 'to', 'do', 'everything?']","{'stop', 'wanting', 'How', 'everything?', 'I'}","{'to', 'do'}"
979,How do I stop wanting to kill myself?,how do i stop wanting to kill myself,"['How', 'do', 'I', 'stop', 'wanting', 'to', 'kill', 'myself?']","{'stop', 'kill', 'wanting', 'How', 'myself?', 'I'}","{'to', 'do'}"
980,"What is a red pill with ""cc"" on it for?",what is a red pill with  cc  on it for,"['What', 'is', 'a', 'red', 'pill', 'with', '""cc""', 'on', 'it', 'for?']","{'""cc""', 'for?', 'What', 'red', 'pill'}","{'with', 'a', 'is', 'it', 'on'}"
981,What is the Red Pill?,what is the red pill,"['What', 'is', 'the', 'Red', 'Pill?']","{'Pill?', 'Red', 'What'}","{'is', 'the'}"
982,What is a null hypothesis in layman's terms?,what is a null hypothesis in layman s terms,"['What', 'is', 'a', 'null', 'hypothesis', 'in', ""layman's"", 'terms?']","{'terms?', 'null', 'What', 'hypothesis', ""layman's""}","{'a', 'in', 'is'}"
983,What is the null hypothesis? Why is it important?,what is the null hypothesis  why is it important,"['What', 'is', 'the', 'null', 'hypothesis?', 'Why', 'is', 'it', 'important?']","{'hypothesis?', 'important?', 'Why', 'null', 'What'}","{'is', 'it', 'the'}"
984,Music: What's your favourite song at the moment?,music  what is your favourite song at the moment,"['Music:', ""What's"", 'your', 'favourite', 'song', 'at', 'the', 'moment?']","{'favourite', 'Music:', ""What's"", 'moment?', 'song'}","{'your', 'at', 'the'}"
985,What is your favourite song right now?,what is your favourite song right now,"['What', 'is', 'your', 'favourite', 'song', 'right', 'now?']","{'favourite', 'What', 'right', 'now?', 'song'}","{'is', 'your'}"
986,"Explain the single, double and triple integrations using a single 3D model prepared by wood?",explain the single  double and triple integrations using a single 3d model prepared by wood,"['Explain', 'the', 'single,', 'double', 'and', 'triple', 'integrations', 'using', 'a', 'single', '3D', 'model', 'prepared', 'by', 'wood?']","{'single,', 'model', '3D', 'double', 'integrations', 'using', 'prepared', 'triple', 'single', 'wood?', 'Explain'}","{'a', 'by', 'and', 'the'}"
987,How do I find people to invest in brick and mortar business?,how do i find people to invest in brick and mortar business,"['How', 'do', 'I', 'find', 'people', 'to', 'invest', 'in', 'brick', 'and', 'mortar', 'business?']","{'brick', 'find', 'invest', 'How', 'mortar', 'business?', 'I', 'people'}","{'to', 'in', 'do', 'and'}"
988,What is the best piano tutorials for beginners?,what is the best piano tutorials for beginners,"['What', 'is', 'the', 'best', 'piano', 'tutorials', 'for', 'beginners?']","{'piano', 'What', 'best', 'beginners?', 'tutorials'}","{'for', 'is', 'the'}"
989,What is the best piano to use for beginners?,what is the best piano to use for beginners,"['What', 'is', 'the', 'best', 'piano', 'to', 'use', 'for', 'beginners?']","{'piano', 'use', 'What', 'best', 'beginners?'}","{'for', 'is', 'to', 'the'}"
990,How can WE TOGETHER Make the World a Better Place?,how can we together make the world a better place,"['How', 'can', 'WE', 'TOGETHER', 'Make', 'the', 'World', 'a', 'Better', 'Place?']","{'Place?', 'WE', 'Better', 'Make', 'How', 'TOGETHER', 'World'}","{'a', 'can', 'the'}"
991,How can we make the world a better place?,how can we make the world a better place,"['How', 'can', 'we', 'make', 'the', 'world', 'a', 'better', 'place?']","{'How', 'place?', 'better', 'make', 'world'}","{'a', 'can', 'we', 'the'}"
992,What is the best thing your parents have done for you?,what is the best thing your parents have done for you,"['What', 'is', 'the', 'best', 'thing', 'your', 'parents', 'have', 'done', 'for', 'you?']","{'you?', 'parents', 'done', 'What', 'best', 'thing'}","{'for', 'your', 'have', 'is', 'the'}"
993,What is the best thing you have done for your parents?,what is the best thing you have done for your parents,"['What', 'is', 'the', 'best', 'thing', 'you', 'have', 'done', 'for', 'your', 'parents?']","{'done', 'What', 'best', 'thing', 'parents?'}","{'you', 'for', 'your', 'have', 'is', 'the'}"
994,"How do you view the Indian government's decision to fight ""black money"" by scrapping 500 rupee and 1000 rupee notes?",how do you view the indian government s decision to fight  black money  by scrapping 500 rupee and 1k rupee notes,"['How', 'do', 'you', 'view', 'the', 'Indian', ""government's"", 'decision', 'to', 'fight', '""black', 'money""', 'by', 'scrapping', '500', 'rupee', 'and', '1000', 'rupee', 'notes?']","{'500', 'rupee', 'fight', 'scrapping', 'How', ""government's"", 'view', '1000', 'notes?', 'Indian', 'money""', 'decision', '""black'}","{'you', 'by', 'to', 'do', 'and', 'the'}"
995,Was the decision by the Indian Government to demonetize 500 and 1000 notes right or is it a big scam?,was the decision by the indian government to demonetize 500 and 1k notes right or is it a big scam,"['Was', 'the', 'decision', 'by', 'the', 'Indian', 'Government', 'to', 'demonetize', '500', 'and', '1000', 'notes', 'right', 'or', 'is', 'it', 'a', 'big', 'scam?']","{'500', 'demonetize', 'big', '1000', 'notes', 'Was', 'right', 'Indian', 'scam?', 'decision', 'Government'}","{'or', 'by', 'to', 'a', 'and', 'is', 'the', 'it'}"
